Wall time,Step,Value
1758644773.461293,180,-1.7661972045898438
1758644935.02767,380,0.7439066767692566
1758644951.3547761,400,0.7479081153869629
1758644999.2026837,460,0.7479081153869629
1758645015.2838387,480,0.7479081153869629
1758645063.1864688,540,0.415291965007782
1758645127.1814234,620,0.154754638671875
1758645143.3879468,640,0.154754638671875
1758645353.498309,900,-0.17101308703422546
1758645465.291042,1040,-0.22265568375587463
1758645481.4722059,1060,-0.22265568375587463
1758645497.1620352,1080,-0.22265568375587463
1758645576.9615107,1180,-0.27054786682128906
1758645704.3375096,1340,-0.3968863785266876
1758645720.0939047,1360,-0.3968863785266876
1758645767.829082,1420,-0.4761814475059509
1758645783.535863,1440,-0.4761814475059509
1758645831.4225469,1500,-0.4409278929233551
1758645846.9994402,1520,-0.4409278929233551
1758645942.2134535,1640,-0.5097821950912476
1758646021.0419664,1740,-0.5669426918029785
1758646132.2327936,1880,-0.5743170976638794
1758646290.070635,2080,-0.4589024484157562
1758646353.15736,2160,-0.23733310401439667
1758646400.9942904,2220,-0.13239574432373047
1758646416.8285112,2240,-0.13239574432373047
1758646559.0164213,2420,0.11085653305053711
1758646638.459898,2520,0.3016398549079895
1758646702.0690253,2600,0.49226778745651245
1758646717.9549403,2620,0.49226778745651245
1758646749.5266328,2660,0.49226778745651245
1758646781.8104255,2700,0.6746827960014343
1758646876.5793486,2820,0.8616107106208801
1758647004.110153,2980,0.9510828852653503
1758647035.8999214,3020,1.297743320465088
1758647051.7596595,3040,1.297743320465088
1758647099.8972893,3100,1.4087622165679932
1758647211.713029,3240,1.586966633796692
1758647259.8542,3300,1.7027256488800049
1758647291.8078678,3340,1.7027256488800049
1758647323.5654392,3380,1.7027256488800049
1758647677.4846103,3617,0.4172821044921875
1758647693.7285442,3637,0.4172821044921875
1758647775.8900266,3737,1.1061267852783203
1758647888.003605,3877,1.602294921875
1758647904.110595,3897,1.602294921875
1758647919.9816983,3917,1.2544469833374023
1758647984.696547,3997,1.2544469833374023
