Wall time,Step,Value
1759860432.7365794,100,-0.023672103881835938
1759860576.4556928,140,-0.023672103881835938
1759860648.7152944,160,-0.023672103881835938
1759860719.7835755,180,-0.023672103881835938
1759861161.601164,300,3.0134670734405518
1759861234.4066217,320,3.0134670734405518
1759861448.4883852,380,3.0134670734405518
1759861524.0518918,400,2.546790599822998
1759861740.2339416,460,2.546790599822998
1759861811.644449,480,2.546790599822998
1759861885.062454,500,2.0441315174102783
1759861992.615792,540,2.0441315174102783
1759862034.5395803,560,2.0441315174102783
1759862172.5489566,620,1.6784318685531616
1759862244.6760502,640,1.6784318685531616
1759862382.343621,680,1.6784318685531616
1759862668.671833,760,1.4485174417495728
1759862742.1072788,780,1.4485174417495728
1759862880.240586,820,1.2389812469482422
1759862952.0433974,840,1.2389812469482422
1759863025.5151608,860,1.2389812469482422
1759863094.846628,880,1.2389812469482422
1759863164.8676274,900,1.1019320487976074
1759863669.8696914,1040,0.9939468502998352
1759863740.7419848,1060,0.9939468502998352
1759863811.2471719,1080,0.9939468502998352
1759863882.2072847,1100,0.8820762634277344
1759863952.8459733,1120,0.8820762634277344
1759864024.0699441,1140,0.8820762634277344
1759864168.750366,1180,0.8820762634277344
1759864239.8567333,1200,0.7474794387817383
1759864372.1942275,1240,0.7474794387817383
1759864498.3784711,1300,0.5793097615242004
1759864541.4162621,1320,0.5793097615242004
1759864573.3804588,1340,0.5793097615242004
1759864589.1740503,1360,0.5793097615242004
1759864620.7371805,1400,0.5087567567825317
1759864635.9270597,1420,0.5087567567825317
1759864651.5888972,1440,0.5087567567825317
1759864667.3504007,1460,0.5087567567825317
1759864698.6836824,1500,0.4602864682674408
1759864714.0168462,1520,0.4602864682674408
1759864877.2273536,1615,-0.6114006042480469
1759864908.9449246,1655,-0.6114006042480469
1759864940.6113322,1695,-0.6114006042480469
1759864971.9312766,1735,-0.2721824645996094
1759864987.3611534,1755,-0.2721824645996094
1759865018.81619,1795,-0.2721824645996094
1759865034.5038774,1815,-0.14982986450195312
1759865066.0488577,1855,-0.14982986450195312
1759865081.7173164,1875,-0.14982986450195312
1759865128.4889774,1935,-0.2718958854675293
1759865143.9257452,1955,-0.2718958854675293
1759865220.7732558,2055,-0.3600524961948395
1759865282.2108092,2135,-0.42951902747154236
1759865297.4103515,2155,-0.42951902747154236
1759865343.7748418,2215,-0.32228904962539673
1759865390.2201512,2275,-0.32228904962539673
1759865405.6225915,2295,-0.32228904962539673
1759865436.470444,2335,-0.08842206001281738
1759865451.9326582,2355,-0.08842206001281738
1759865513.4811952,2435,-0.030571619048714638
1759865544.1486886,2475,-0.030571619048714638
1759865620.9679568,2575,0.1545877456665039
1759865682.215512,2655,0.33320581912994385
1759865697.6119368,2675,0.33320581912994385
1759865728.5838578,2715,0.6088314056396484
1759865743.8491712,2735,0.6088314056396484
1759865759.2285051,2755,0.6088314056396484
1759865774.7284553,2775,0.6088314056396484
1759865790.0918405,2795,0.6088314056396484
1759865820.671519,2835,0.7463270425796509
1759865851.727755,2875,0.7463270425796509
1759865867.0643306,2895,0.7463270425796509
1759865958.9278672,3015,1.0405125617980957
1759865974.343592,3035,1.0405125617980957
1759866005.2587824,3075,1.0405125617980957
1759866020.708843,3095,1.0405125617980957
1759866233.6550426,3250,2.1990013122558594
1759866345.231261,3390,2.193227767944336
1759866376.861982,3430,2.466435670852661
1759866392.6023057,3450,2.466435670852661
1759866424.2041757,3490,2.466435670852661
1759866439.9247446,3510,2.263467788696289
1759866455.504578,3530,2.263467788696289
1759866486.9705172,3570,2.263467788696289
1759866550.3490987,3650,2.258960723876953
1759866566.353961,3670,2.258960723876953
1759866582.232654,3690,2.258960723876953
1759866629.396652,3750,2.1423556804656982
1759866645.1891189,3770,2.1423556804656982
1759866660.784503,3790,2.1423556804656982
1759866676.5475914,3810,2.115384340286255
1759866707.3832612,3850,2.115384340286255
1759866722.9289846,3870,2.115384340286255
1759866754.134378,3910,2.046380043029785
1759866769.6401992,3930,2.046380043029785
1759866784.9322553,3950,2.046380043029785
1759866800.5180569,3970,2.046380043029785
